Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,Australia,AUS,0.577938848,0.577938848,..,..,..,..,..,..,..,..,..,..
Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,Australia,AUS,44375.9375,44375.9375,..,..,..,..,..,..,..,..,..,..
Rural population,SP.RUR.TOTL,Australia,AUS,2485873,3019470,3283984,3318631,3353116,3380029,3405449,3435109,3467878,3494578,3519751,3534280
Rural population (% of total population),SP.RUR.TOTL.ZS,Australia,AUS,14.567,15.765,14.7,14.598,14.498,14.398,14.299,14.2,14.096,13.988,13.876,13.759
Rural population growth (annual %),SP.RUR.TOTL.ZG,Australia,AUS,1.68614403054745,2.05226551551643,0.590016537588383,1.04950290202891,1.03377142785345,0.799422656982681,0.74925064728382,0.867186152709259,0.949422218240633,0.766974495363977,0.717762399579264,0.411935262129995
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Australia,AUS,0.893543655,0.928443698,..,..,..,..,..,..,..,..,..,..
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,Australia,AUS,-22.4115388274438,-8.74607449057219,-15.7144146292547,15.0242886382768,-1.71123184588485,-8.28065385379522,-12.9619961086404,7.00705843849538,16.4594260554184,-15.8444534925832,18.2971446851478,9.71287387208382
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,Australia,AUS,70.8119812011719,..,95.1619567871094,107.595596313477,108.85986328125,113.625427246094,124.225730895996,166.993057250977,164.553985595703,165.693603515625,..,..
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,Australia,AUS,70.9356689453125,..,..,..,107.538269042969,112.046913146973,122.12467956543,163.338912963867,161.190963745117,161.900756835938,..,..
"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,Australia,AUS,70.6943664550781,..,..,..,110.109977722168,115.118141174316,126.215881347656,170.458587646484,167.745483398438,169.29345703125,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Australia,AUS,106.371719360352,100.72193145752,105.689682006836,105.984451293945,105.993850708008,105.457092285156,101.599906921387,100.744407653809,100.338981628418,100.160591125488,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Australia,AUS,97.97447,94.398,97.57037,97.88079,97.38938,97.04009,96.9821,96.65012,96.38096,..,..,..
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,Australia,AUS,0.997169971466064,1.02230000495911,0.997259974479675,0.99602997303009,0.997080028057098,0.997500002384186,1.00029003620148,0.999779999256134,0.999899983406067,0.998910009860992,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Australia,AUS,..,..,..,..,..,..,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Australia,AUS,106.216979980469,101.875541687012,105.540863037109,105.768203735352,105.834861755371,105.321708679199,101.615051269531,100.733032226563,100.333930969238,100.104598999023,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Australia,AUS,98.27587,95.90952,97.98201,98.2361,..,..,..,..,96.74048,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Australia,AUS,106.518447875977,99.6535110473633,105.830772399902,106.189468383789,106.144462585449,105.58519744873,101.585601806641,100.75520324707,100.343757629395,100.213722229004,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Australia,AUS,97.68868,92.99811,97.1801,97.54392,..,..,..,..,96.04001,..,..,..
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Australia,AUS,24.8734703063965,27.21875,31.081579208374,31.0847301483154,31.0443096160889,30.9073696136475,30.4306697845459,30.0825901031494,29.8130798339844,29.6970195770264,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Australia,AUS,..,..,..,..,..,..,157.167663574219,153.013198852539,150.311477661133,132.772888183594,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Australia,AUS,..,..,..,..,..,..,93.23812,92.76952,92.28431,..,..,..
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,Australia,AUS,..,..,..,..,..,..,0.869009971618652,0.867439985275269,0.887780010700226,0.940949976444244,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Australia,AUS,..,..,..,..,..,..,145.888046264648,141.896347045898,141.165374755859,128.636001586914,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Australia,AUS,..,..,..,..,..,..,93.62816,93.15336,92.69355,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Australia,AUS,..,..,..,..,..,..,167.879043579102,163.580596923828,159.008758544922,136.7080078125,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Australia,AUS,..,..,..,..,..,..,92.86773,92.40466,91.89515,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Australia,AUS,..,..,..,..,..,..,41.1002883911133,40.4568099975586,40.5893898010254,52.7589912414551,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Australia,AUS,35.3595504760742,..,..,..,..,..,118.610862731934,120.965713500977,113.142158508301,107.808052062988,..,..
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,Australia,AUS,1.13350999355316,..,..,..,..,..,1.30770003795624,1.30055999755859,1.29622995853424,1.26203000545502,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Australia,AUS,37.936408996582,..,..,..,..,..,140.951751708984,143.023529052734,133.337768554688,124.439758300781,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Australia,AUS,32.8713989257813,..,..,..,..,..,97.5807037353516,100.036491394043,93.8384704589844,91.8328628540039,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Australia,AUS,..,23275.99,45026.57,46511.75,50340.27,52666.28,52945.01,53781.62,53428.79,53610.22,..,..
"Secondary education, duration (years)",SE.SEC.DURS,Australia,AUS,6,6,6,6,6,6,6,6,6,6,6,6
"Secondary education, general pupils",SE.SEC.ENRL.GC,Australia,AUS,1278163,1376306,1542054,1552108,1566087,1577750,1653634,1668260,1679751,..,..,..
"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,Australia,AUS,49.73474,50.15847,49.70818,49.68095,49.54897,49.52299,49.44692,49.51063,49.50246,..,..,..
"Secondary education, pupils",SE.SEC.ENRL,Australia,AUS,..,..,..,..,..,..,2709319,2662318,2650486,2379962,..,..
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,Australia,AUS,..,..,..,..,..,..,45.21232,45.19242,45.77643,..,..,..
"Secondary education, teachers",SE.SEC.TCHR,Australia,AUS,103298,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,Australia,AUS,50.0909996032715,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, teachers, female",SE.SEC.TCHR.FE,Australia,AUS,51743,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, vocational pupils",SE.SEC.ENRL.VO,Australia,AUS,..,..,..,..,..,..,1055685,994058,970735,..,..,..
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,Australia,AUS,..,..,..,..,..,..,38.57922,37.94547,39.32896,..,..,..
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,Australia,AUS,2800563300.77786,3304062410.24085,7524274386.18492,7572318791.91146,7453814656.54109,7515783927.9522,6585583205.65741,6567497314.26817,6945641722.44991,7158941007.71491,7047260078.53312,6722142987.80232
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,Australia,AUS,1167324049.91069,2412852071.80628,8201467068.60697,8245076206.14269,7816704072.72914,6426085075.10719,4371481474.02176,4326393911.88663,4628971674.64426,4791073579.80649,4848214751.70184,4837980602.29312
Secure Internet servers,IT.NET.SECR,Australia,AUS,..,..,48509,72472,81067,92461,108937,237318,530042,822020,931399,1022449
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Australia,AUS,..,..,2171.39426528817,3187.89942492269,3505.12572806905,3938.58564985066,4574.11080242501,9810.21505311893,21544.7937676257,32903.5850745925,36718.7717135846,39804.0786402762
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Australia,AUS,..,14.5600004196167,12.9499998092651,12.6700000762939,12.2200002670288,12.5699996948242,12.5699996948242,12.5900001525879,12.4399995803833,11.9799995422363,12.3299999237061,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Australia,AUS,..,24.1900005340576,21.7800006866455,20.9200000762939,20.7000007629395,20.9899997711182,20.8700008392334,20.8700008392334,20.7399997711182,20.3500003814697,20.2800006866455,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Australia,AUS,..,19.9799995422363,17.7900009155273,17.1800003051758,16.8400001525879,17.1399993896484,17.0599994659424,17.0499992370605,16.8999996185303,16.4599990844727,16.5799999237061,..
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,Australia,AUS,10379231509.6813,19949364217.6479,52214570907.2454,53596414402.8527,53076703265.6612,56505989297.4215,54893974790.0899,58023721051.3776,65173715530.7339,69470444556.643,70990340930.8986,48382003425.619
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,Australia,AUS,14135111844.5787,19339452052.1579,62395164372.9507,66763017033.8073,67808128849.7441,67779830803.4746,63655911035.3501,62465913927.5741,68474071646.273,73319314344.4841,72035357155.7786,38346870525.644
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Australia,AUS,59.3760213935522,64.3217440887895,64.7319468425593,65.2809215063043,66.3269776158021,65.7559132452941,67.2907994024379,68.277680563902,67.0304947142231,66.6532327866015,66.0302251264928,66.0401886132934
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,0.260982395128124
"Services, value added (constant 2010 US$)",NV.SRV.TOTL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,1289359000000,1292724000000
"Services, value added (current LCU)",NV.SRV.TOTL.CN,Australia,AUS,239796000000,425269000000,917007000000,978860000000,1018986000000,1051128000000,1093207000000,1133897000000,1181326000000,1232125000000,1289359000000,1311187000000
"Services, value added (current US$)",NV.SRV.TOTL.CD,Australia,AUS,184529434397.845,266890033285.185,903635019225.081,1008794596824.09,1044999487021.65,964497383640.87,908886762625.842,824745232202.65,886256882117.807,..,..,..
"Services, value added per worker (constant 2010 US$)",NV.SRV.EMPL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Australia,AUS,1.055,..,1.057,1.057,1.057,1.056,1.056,1.055,1.055,1.055,1.055,..
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,Australia,AUS,385.1,471.2,..,..,..,..,..,..,..,..,..,..
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,Australia,AUS,..,6.734685,0.0482096,0.0461435,0.0471726,0.0518258,0.0457845,0.0483132,0.0467364,0.0481388,0.046141,..
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,Australia,AUS,..,7.215155,0,0,0,0,0,0,0,0,0,..
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,Australia,AUS,..,3.114988,0.3705483,0.3378809,0.3448492,0.3755695,0.3326278,0.3490821,0.371476,0.3831924,0.3720436,..
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,Australia,AUS,..,0.4133565,0.0330325,0.0539792,0.0403112,0,0.03746,0.0341524,0.0358869,0.0365191,0.0321339,..
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,Australia,AUS,..,0,0,0.0232671,0,0,0,0,0,0,0,..
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,Australia,AUS,..,3.648985,0.2538942,0.2486293,0.2946893,0,0.27215,0.246765,0.2852405,0.2906977,0.2591018,..
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Australia,AUS,..,..,11.7399997711182,10.3999996185303,11.7700004577637,10.5,10.1999998092651,9.0600004196167,8.96000003814697,..,..,..
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,Australia,AUS,..,..,9.47999954223633,9.4399995803833,10.2200002670288,9.72999954223633,9.44999980926514,8.42000007629395,8.89000034332275,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Australia,AUS,..,..,10.5900001525879,9.90999984741211,11.0200004577637,10.0900001525879,9.80000019073486,8.6899995803833,8.9399995803833,..,..,..
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Australia,AUS,0.591650147659695,0,0,0,0,0,0,0,0,0,0,..
Social contributions (current LCU),GC.REV.SOCL.CN,Australia,AUS,585000000,0,0,0,0,0,0,0,0,0,0,..
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Australia,AUS,..,..,..,49.33,..,..,72.58,45.11,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Australia,AUS,..,..,3,3,3,3,3,3,3,3,3,..
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Australia,AUS,..,..,3,3,3,3,3,3,3,3,3,..
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Australia,AUS,..,..,3,3,3,3,3,3,3,3,3,..
Statistical Capacity score (Overall average),IQ.SCI.OVRL,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,Australia,AUS,..,..,..,..,..,..,..,87.4166666666667,89.0633333333333,88.3641666666667,88.2416666666667,..
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,Australia,AUS,..,..,60,60,60,60,80,100,100,100,100,..
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,Australia,AUS,..,..,..,..,..,..,..,89.2666666666667,94.5,92.6666666666667,92.6666666666667,..
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,Australia,AUS,..,..,62.08125,64.3375,64.7375,64.61875,68.05625,69.525,76.5,74.6875,74.075,..
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,Australia,AUS,..,..,..,..,..,..,..,78.2916666666667,74.3166666666667,74.4666666666667,74.4666666666667,..
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,Australia,AUS,..,..,..,..,..,..,..,100,100,100,100,..
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,Australia,AUS,12.9306781929381,51.3515624097985,80.7992679395068,58.5754742481617,49.9866180950162,47.9382365568991,55.5330088462336,65.7632569643999,63.4049820832809,54.0189182151318,59.734048649241,92.1303905433461
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,Australia,AUS,40186100000,213223310000,1128482900000,905665740000,787881310000,703485810000,750636340000,794977154799.654,842771714903.792,774026908423.875,834226020000,1226164220000
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,Australia,AUS,37.2314252607356,57.1959607220442,94.1825035534299,65.302671051665,57.6797555280849,54.5884424089317,63.233662300658,59.7842837827179,53.6442892676579,61.2944839189712,56.0787,71.2655729730371
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Australia,AUS,..,..,..,..,11,11,11,11,11,11,11,..
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,Australia,AUS,62.8515443599995,66.0240025622829,68.7076471688853,67.3170433034507,67.1383722888447,67.7785530078796,67.6235061364865,67.5405087030286,67.5691206094021,67.2447623660321,66.9374046041144,..
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,Australia,AUS,55491000000,105132000000,253378000000,263868000000,267108000000,284634000000,293956000000,302158000000,316312000000,324885000000,341192000000,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Australia,AUS,..,12.7,11.2,11.7,11.5,12.7,13.2,12.2,13.1,12.4,12.5,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Australia,AUS,..,5.6,5.7,6.4,6.1,6.5,6.8,6.4,6.9,6.2,6.4,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Australia,AUS,..,19.9,16.8,17.1,17,18.9,19.7,18,19.5,18.7,18.6,..
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..,..
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Australia,AUS,88.781764,91.0841072,92.6978356,92.795594,92.928301,93.061008,93.193715,93.326422,93.459129,93.5613138,93.6634986,..
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Australia,AUS,80.1124008,84.9463408,88.0549732,88.25316,88.4617664,88.6703728,88.8789792,89.0875856,89.296192,89.4942954,89.6923988,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Australia,AUS,..,6.55,2.8,2.76,2.77,2.84,2.5,2.3,2.23,2.22,2.03,..
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,Australia,AUS,..,6.53,3.02,2.99,3.01,3.07,2.67,2.46,2.38,2.36,2.15,..
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,Australia,AUS,..,6.87,1.38,1.3,1.31,1.43,1.43,1.33,1.3,1.31,1.22,..
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,Australia,AUS,..,5.83,1.77,1.81,1.84,1.91,1.9,1.18,0.89,0.86,0.77,..
"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,Australia,AUS,..,5.81,2.37,2.39,2.44,2.49,2.31,1.41,0.97,0.95,0.83,..
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,Australia,AUS,..,6.53,0.32,0.3,0.32,0.38,0.52,0.44,0.62,0.58,0.6,..
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,Australia,AUS,..,5.57,2.77,2.69,2.69,2.69,2.49,2.49,2.5,2.5,2.45,..
"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,Australia,AUS,..,6.15,3.28,3.3,3.29,3.29,3.03,3.03,3.04,3.04,2.97,..
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,Australia,AUS,..,3.66,1.12,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.98,..
"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,Australia,AUS,..,5.95,2.47,2.58,2.63,2.69,2.72,2.71,2.9,2.86,2.72,..
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,Australia,AUS,..,5.93,3.2,3.32,3.4,3.4,3.22,3.19,3.19,3.22,3.02,..
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,Australia,AUS,..,6.66,0.71,0.67,0.7,0.79,1.06,1.18,1.69,1.49,1.58,..
Tax payments (number),IC.TAX.PAYM,Australia,AUS,..,..,11,11,11,11,11,11,11,11,11,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Australia,AUS,22.4766008022582,23.0768998077618,20.3503122216089,21.1170969777079,21.9581112368817,21.9088787823813,21.865491896164,22.2344726424899,22.0474576578938,23.1146946812654,23.3336747444538,..
Tax revenue (current LCU),GC.TAX.TOTL.CN,Australia,AUS,90774000000,152575000000,288287000000,316642000000,337344000000,350220000000,355227000000,369251000000,388558000000,427289000000,455632000000,..
Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN,Australia,AUS,67053000000,92785000000,112911000000,114703000000,116441000000,116810000000,117176000000,123609000000,125842000000,127472000000,126255000000,121025000000
Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,Australia,AUS,32283000000,52369000000,92865000000,92669000000,96267000000,104113000000,108724000000,116820000000,119912000000,124398000000,126255000000,125276000000
Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,Australia,AUS,24842631781.4544,32888902844.9413,91555752735.877,95554753557.4345,98765774084.3336,95577894060.4058,90460104834.0128,85034211675.6442,90438192925.56,96425083326.8739,90298240595.0508,83976404343.7458
Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,Australia,AUS,0.0793178663493952,0,0.00381564205115042,0.00378976888726069,0.00266789982925441,0.00285534806692936,0.00337812159548683,0.00297900344210307,0.00283098018828592,0,0,..
Taxes on exports (current LCU),GC.TAX.EXPT.CN,Australia,AUS,72000000,0,11000000,12000000,9000000,10000000,12000000,11000000,11000000,0,0,..
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,Australia,AUS,21.4207694486023,17.9058915369961,23.9731054752223,22.1807221392851,23.0232082690577,23.487688566472,21.3237157373142,21.6581523279389,21.1127956682816,20.4433302326357,19.4452927891564,..
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,Australia,AUS,5.94316115563338,5.22571782211885,5.99354087898865,5.6921440953255,6.17161638656569,6.28242825516282,5.75300998895982,5.94500610045978,5.8067578506857,5.83886036844783,5.60017747928988,..
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,Australia,AUS,21180000000,30736000000,77407000000,78152000000,86713000000,91660000000,84991000000,89412000000,92606000000,98018000000,99963000000,..
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,Australia,AUS,65.0572434159958,66.7154084111551,63.3455252701376,65.5173098864172,64.2009595547921,63.6584009614424,64.8823935269397,64.2174923031831,64.0957537760046,65.1717967221594,65.877025247387,..
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,Australia,AUS,70.8639037609888,75.0575126986728,70.9490889287412,72.9040998983079,71.6781682792639,70.9339843526926,72.799927933406,71.796961958126,72.3547063758821,73.1294276239267,74.3266495768515,..
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,Australia,AUS,64326000000,114519000000,204537000000,230845000000,241802000000,248425000000,258605000000,265111000000,281140000000,312474000000,338656000000,..
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,Australia,AUS,4.11222136817832,2.21318590412052,1.80835018628577,2.01991247140562,2.17214104977525,2.38054360443514,2.73373894499153,3.40500880501316,3.23921345112568,3.27241783499005,3.10150503916759,..
Taxes on international trade (current LCU),GC.TAX.INTT.CN,Australia,AUS,4066000000,3799000000,5839000000,7117000000,8181000000,9290000000,10896000000,14057000000,14208000000,15690000000,15944000000,..
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Technicians in R&D (per million people),SP.POP.TECH.RD.P6,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,Australia,AUS,-36979545385.9876,-90210789385.9483,46939957815.3503,50963732089.3118,15997566517.611,2625515189.84021,-37635948352.2396,-77471199247.5419,-31250072055.2086,-24431830475.9742,0,3753222869.9248
Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Australia,AUS,..,..,..,..,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,..,..
Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,Australia,AUS,..,..,..,..,..,..,..,16.98,19.2656223071572,19.2656223071572,..,..
"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,Australia,AUS,33.0757598876953,..,..,..,..,..,..,..,..,..,..,..
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,Australia,AUS,6.06550748079256,4.68561950706433,2.85368164987935,2.73514499504751,2.69512145000206,2.6009052018104,2.66701503336281,2.40718114456882,2.44488496425782,2.3495892492521,..,..
Time required to build a warehouse (days),IC.WRH.DURS,Australia,AUS,..,..,112,112,112,112,112,121,121,121,120.5,..
Time required to enforce a contract (days),IC.LGL.DURS,Australia,AUS,..,..,395,395,402,402,402,402,402,402,402,..
Time required to get electricity (days),IC.ELC.TIME,Australia,AUS,..,..,75,75,75,75,75,75,75,75,75,..
Time required to obtain an operating license (days),IC.FRM.DURS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Time required to register property (days),IC.PRP.DURS,Australia,AUS,..,..,4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,4.5,..
Time required to start a business (days),IC.REG.DURS,Australia,AUS,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..
"Time required to start a business, female (days)",IC.REG.DURS.FE,Australia,AUS,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..
"Time required to start a business, male (days)",IC.REG.DURS.MA,Australia,AUS,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..
Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Time to export, border compliance (hours)",IC.EXP.TMBC,Australia,AUS,..,..,..,..,..,35.5,35.5,35.5,35.5,35.5,35.5,..
"Time to export, documentary compliance (hours)",IC.EXP.TMDC,Australia,AUS,..,..,..,..,..,7,7,7,7,7,7,..
"Time to import, border compliance (hours)",IC.IMP.TMBC,Australia,AUS,..,..,..,..,..,37,39,39,39,39,39,..
"Time to import, documentary compliance (hours)",IC.IMP.TMDC,Australia,AUS,..,..,..,..,..,2.5,4,4,4,4,4,..
Time to obtain an electrical connection (days),IC.ELC.DURS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Time to prepare and pay taxes (hours),IC.TAX.DURS,Australia,AUS,..,..,109,109,105,105,105,105,105,105,105,..
